Identifier,Company Name,GICS Industry Name,Exchange Name,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
GLW.N,Corning Inc,"Electronic Equipment, Instruments & Components","NEW YORK STOCK EXCHANGE, INC.",0.1766,0.2327,0.2463,0.23800000000000002,0.17968,0.1355,0.18760000000000002,0.1375,0.09119999999999999,0.0843,0.10220000000000001,0.0932,0.0967,0.10460000000000001,0.11349999999999999,0.1182,0.0946,0.14150000000000001,0.1474,0.12419000000000001
DBSM.SI,DBS Group Holdings Ltd,Banks,SINGAPORE EXCHANGE,0.128126,0.048831,0.12729200000000002,0.11213,0.08646000000000001,0.09168,0.10198,0.11,0.12585000000000002,0.10800000000000001,0.11318,0.11175,0.09974,0.09699999999999999,0.11657999999999999,0.132,0.0897,0.12789,0.1432,0.18
DANSKE.CO,Danske Bank A/S,Banks,NASDAQ COPENHAGEN A/S,0.1741,0.18119,0.16018999999999997,0.14848,0.09691000000000001,0.03164,0.03565,0.0149,0.03594,0.0501,0.08654999999999999,0.11599999999999999,0.1316,0.13140000000000002,0.09179999999999999,0.09880000000000001,0.028999999999999998,0.07799,0.126,0.127
DNB.OL,Dnb Bank ASA,Banks,OSLO BORS ASA,0.16649999999999998,0.1893,0.18699000000000002,0.17275,0.1209,0.08622,0.1404,0.11339,0.13617,0.132,0.1492,0.1523,0.10099999999999999,0.10800000000000001,0.1063,0.11699999999999999,0.113,0.09679,0.12711,0.159
FFIV.OQ,F5 Inc,Communications Equipment,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1186,0.1398,0.0999,0.1035,0.1685,0.2261,0.2924,0.2864,0.2531,0.284,0.3577,0.39659999999999995,0.4497,0.4867,0.4111,0.2879,0.29219,0.25789,0.26769,0.2677
FITB.OQ,Fifth Third Bancorp,Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),0.172,0.16723,0.1185,0.1195,-0.1805,0.055999999999999994,0.0495,0.1084,0.11599999999999999,0.131,0.1,0.0925,0.0929,0.1201,0.1166,0.1108,0.061500000000000006,0.11699999999999999,0.13699999999999998,0.1475
FI.N,Fiserv Inc,Financial Services,"NEW YORK STOCK EXCHANGE, INC.",0.1477,0.1782,0.1855,0.182,0.207,0.2025,0.1963,0.20379999999999998,0.2115,0.2271,0.2477,0.3093,0.3818,0.41840000000000005,0.51,0.1573,0.0925,0.11839000000000001,0.13609,0.15269
HSBA.L,HSBC Holdings PLC,Banks,LONDON STOCK EXCHANGE,0.14699,0.15256,0.14815,0.15213,0.13828,0.04338,0.09237000000000001,0.106,0.08057,0.0875,0.07353,0.07,0.0679,0.0735,0.0803,0.0787,0.0326,0.0737,0.0915,0.13041
0011.HK,Hang Seng Bank Ltd,Banks,HONG KONG EXCHANGES AND CLEARING LTD,0.27515999999999996,0.26452000000000003,0.26885000000000003,0.34696,0.260895,0.24071,0.23260000000000003,0.226,0.22899999999999998,0.17149999999999999,0.12253,0.207,0.121,0.1368,0.15416,0.15089,0.09939999999999999,0.0722,0.05135,0.113
HEXAb.ST,Hexagon AB,"Electronic Equipment, Instruments & Components",NASDAQ STOCKHOLM AB,0.1515,0.15523,0.18021,0.19297999999999998,0.16745000000000002,0.10013999999999999,0.1365,0.12944,0.133,0.1375,0.13720000000000002,0.1417,0.1323,0.1452,0.1475,0.1364,0.12689999999999999,0.1388,0.13068,0.1191
0388.HK,Hong Kong Exchanges and Clearing Ltd,Capital Markets,HONG KONG EXCHANGES AND CLEARING LTD,0.218921,0.31819600000000003,0.52333,0.9049200000000001,0.6545099999999999,0.614,0.60308,0.57109,0.30338,0.28852,0.24785000000000001,0.31146,0.18585000000000002,0.21295000000000003,0.23876,0.2212,0.2427,0.2544,0.20287,0.23472
HBAN.OQ,Huntington Bancshares Inc,Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),0.168,0.1611,0.1457,0.0126,-0.0223,-0.535,0.037000000000000005,0.105,0.115,0.127,0.102,0.107,0.08199999999999999,0.11199999999999999,0.134,0.1168,0.068,0.079,0.132,0.11199999999999999
INGA.AS,ING Groep NV,Banks,EURONEXT - EURONEXT AMSTERDAM,0.2202,0.2186,0.19317,0.22718,-0.0213,0.02086,0.09682,0.08394,0.052000000000000005,0.0649,0.0699,0.0859,0.10189999999999999,0.0989,0.10640000000000001,0.094,0.045700000000000005,0.08800000000000001,0.0728,0.1441
IFCN.S,Inficon Holding AG,"Electronic Equipment, Instruments & Components",SIX SWISS EXCHANGE,0.0855,0.1072,0.14559,0.16677,0.17543,0.01685,0.18358,0.248,0.2459,0.196,0.218,0.17600000000000002,0.24,0.31701,0.3109,0.25469,0.2284,0.3378,0.33399,0.3423
